,org,person,count,keywords in emails,files
3782,Miller Outdoor Theatre,William,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3783,Miller Outdoor Theatre,"Arthur Saint-L,on",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3784,Miller Outdoor Theatre,"L,o  Delibes",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3785,Miller Outdoor Theatre,Karen Dacko,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3786,Miller Outdoor Theatre,Frederic Franklin,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3787,Miller Outdoor Theatre,"Dr. Copp,lius",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3788,Miller Outdoor Theatre,Peter Farmer,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3789,Miller Outdoor Theatre,Anne Heaton,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3790,Miller Outdoor Theatre,Desmond Heeley,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3791,Miller Outdoor Theatre,Carl Cunningham,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3792,Miller Outdoor Theatre,Heeley,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3793,Miller Outdoor Theatre,"Dr. Copp,lius's",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3794,AZURIX,"Copp,lia",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3795,AZURIX,Franz,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3796,AZURIX,"Copp,lius",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3797,AZURIX,William,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3798,AZURIX,"Arthur Saint-L,on",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3799,AZURIX,"L,o  Delibes",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3800,AZURIX,Karen Dacko,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3801,AZURIX,Frederic Franklin,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3802,AZURIX,"Dr. Copp,lius",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3803,AZURIX,Peter Farmer,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3804,AZURIX,Anne Heaton,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3805,AZURIX,Desmond Heeley,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3806,AZURIX,Carl Cunningham,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3807,AZURIX,Heeley,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3808,AZURIX,"Dr. Copp,lius's",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3809,ENRON  Considered,"Copp,lia",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3810,ENRON  Considered,Franz,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3811,ENRON  Considered,"Copp,lius",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3812,ENRON  Considered,William,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3813,ENRON  Considered,"Arthur Saint-L,on",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3814,ENRON  Considered,"L,o  Delibes",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3815,ENRON  Considered,Karen Dacko,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3816,ENRON  Considered,Frederic Franklin,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3817,ENRON  Considered,"Dr. Copp,lius",2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3818,ENRON  Considered,Peter Farmer,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3819,ENRON  Considered,Anne Heaton,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3820,ENRON  Considered,Desmond Heeley,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
3821,ENRON  Considered,Carl Cunningham,2,"miller theatre performances, houston ballet limited, copp lia miller, azurix enron tickets, dolls display pay, coppelia houston ballet, sampling dolls display, enron tickets available, breathing human azurix","{'10072.txt', '22765.txt'}"
